Bookmark,Frame#,Type,Opcode,Opcode Command,Event,Name,LMP Version,Manufacturer Name,HCI Version,LMP Subversion,Status,Handle,Credits,PBF,Length,Frame Size,Delta,Timestamp,
,724,Event,,,Number Of Completed Packets,,,,,,,0x0040,Available Host's ACL credits: 8,,5,8,=" 00:00:00.095516",="6/19/2014 2:59:07.328942 PM",
,725,ACL Data,,,,,,,,,,0x0040,Available Host's ACL credits: 7,First,6,11,=" 00:00:00.845969",="6/19/2014 2:59:08.174911 PM",
,726,Command,0x2008,HCI_LE_Set_Advertising_Data,,,,,,,,,,,32,36,=" 00:00:00.049699",="6/19/2014 2:59:08.224610 PM",
,727,Event,0x2008,HCI_LE_Set_Advertising_Data,Command Complete,,,,,,Success,,,,4,7,=" 00:00:00.002304",="6/19/2014 2:59:08.226914 PM",
,728,Command,0x0c3a,Write_Current_IAC_LAP,,,,,,,,,,,4,8,=" 00:00:00.001025",="6/19/2014 2:59:08.227939 PM",
,729,Event,0x0c3a,Write_Current_IAC_LAP,Command Complete,,,,,,Success,,,,4,7,=" 00:00:00.000989",="6/19/2014 2:59:08.228928 PM",
,730,Command,0x0c1a,Write_Scan_Enable,,,,,,,,,,,1,5,=" 00:00:00.001008",="6/19/2014 2:59:08.229936 PM",
,731,Event,0x0c1a,Write_Scan_Enable,Command Complete,,,,,,Success,,,,4,7,=" 00:00:00.000989",="6/19/2014 2:59:08.230925 PM",
,732,Command,0x0c1a,Write_Scan_Enable,,,,,,,,,,,1,5,=" 00:00:00.002086",="6/19/2014 2:59:08.233011 PM",
,733,Event,0x0c1a,Write_Scan_Enable,Command Complete,,,,,,Success,,,,4,7,=" 00:00:00.000658",="6/19/2014 2:59:08.233669 PM",
,734,Command,0x2008,HCI_LE_Set_Advertising_Data,,,,,,,,,,,32,36,=" 00:00:01.536458",="6/19/2014 2:59:09.770127 PM",
,735,Event,0x2008,HCI_LE_Set_Advertising_Data,Command Complete,,,,,,Success,,,,4,7,=" 00:00:00.001460",="6/19/2014 2:59:09.771587 PM",
,736,Command,0x0c1a,Write_Scan_Enable,,,,,,,,,,,1,5,=" 00:00:00.001029",="6/19/2014 2:59:09.772616 PM",
,737,Event,0x0c1a,Write_Scan_Enable,Command Complete,,,,,,Success,,,,4,7,=" 00:00:00.000965",="6/19/2014 2:59:09.773581 PM",
,738,Command,0x2008,HCI_LE_Set_Advertising_Data,,,,,,,,,,,32,36,=" 00:00:00.001033",="6/19/2014 2:59:09.774614 PM",
,739,Event,0x2008,HCI_LE_Set_Advertising_Data,Command Complete,,,,,,Success,,,,4,7,=" 00:00:00.000980",="6/19/2014 2:59:09.775594 PM",
,740,Command,0x0c1a,Write_Scan_Enable,,,,,,,,,,,1,5,=" 00:00:00.001311",="6/19/2014 2:59:09.776905 PM",
,741,Event,0x0c1a,Write_Scan_Enable,Command Complete,,,,,,Success,,,,4,7,=" 00:00:00.000964",="6/19/2014 2:59:09.777869 PM",
,742,Command,0x2008,HCI_LE_Set_Advertising_Data,,,,,,,,,,,32,36,=" 00:00:00.035948",="6/19/2014 2:59:09.813817 PM",
,743,Event,0x2008,HCI_LE_Set_Advertising_Data,Command Complete,,,,,,Success,,,,4,7,=" 00:00:00.000987",="6/19/2014 2:59:09.814804 PM",
,744,Command,0x0c3a,Write_Current_IAC_LAP,,,,,,,,,,,4,8,=" 00:00:00.001009",="6/19/2014 2:59:09.815813 PM",
,745,Event,0x0c3a,Write_Current_IAC_LAP,Command Complete,,,,,,Success,,,,4,7,=" 00:00:00.000973",="6/19/2014 2:59:09.816786 PM",
,746,Command,0x0c1a,Write_Scan_Enable,,,,,,,,,,,1,5,=" 00:00:00.001045",="6/19/2014 2:59:09.817831 PM",
,747,Event,0x0c1a,Write_Scan_Enable,Command Complete,,,,,,Success,,,,4,7,=" 00:00:00.000936",="6/19/2014 2:59:09.818767 PM",
,748,Command,0x0c1a,Write_Scan_Enable,,,,,,,,,,,1,5,=" 00:00:00.001051",="6/19/2014 2:59:09.819818 PM",
,749,Event,0x0c1a,Write_Scan_Enable,Command Complete,,,,,,Success,,,,4,7,=" 00:00:00.000918",="6/19/2014 2:59:09.820736 PM",
,750,Command,0x200b,HCI_LE_Set_Scan_Parameters,,,,,,,,,,,7,11,=" 00:00:00.091333",="6/19/2014 2:59:09.912069 PM",
,751,Event,0x200b,HCI_LE_Set_Scan_Parameters,Command Complete,,,,,,Success,,,,4,7,=" 00:00:00.002906",="6/19/2014 2:59:09.914975 PM",
,752,Command,0x200c,HCI_LE_Set_Scan_Enable,,,,,,,,,,,2,6,=" 00:00:00.003184",="6/19/2014 2:59:09.918159 PM",
,753,Event,0x200c,HCI_LE_Set_Scan_Enable,Command Complete,,,,,,Success,,,,4,7,=" 00:00:00.002844",="6/19/2014 2:59:09.921003 PM",
,754,Command,0x0c05,Set_Event_Filter,,,,,,,,,,,2,6,=" 00:00:00.003319",="6/19/2014 2:59:09.924322 PM",
,755,Event,0x0c05,Set_Event_Filter,Command Complete,,,,,,Success,,,,4,7,=" 00:00:00.002881",="6/19/2014 2:59:09.927203 PM",
,756,Command,0x0401,Inquiry,,,,,,,,,,,5,9,=" 00:00:00.003145",="6/19/2014 2:59:09.930348 PM",
,757,Event,0x0401,Inquiry,Command Status,,,,,,Success,,,,4,7,=" 00:00:00.002858",="6/19/2014 2:59:09.933206 PM",
,758,Event,,,Extended Inquiry Result,ub8ca3ab20bd552334624-0,,,,,,,,,255,258,=" 00:00:00.301083",="6/19/2014 2:59:10.234289 PM",
,759,Event,,,Extended Inquiry Result,BOYIL,,,,,,,,,255,258,=" 00:00:00.702548",="6/19/2014 2:59:10.936837 PM",
,760,Event,,,LE Advertising Report,,,,,,,,,,36,39,=" 00:00:00.042296",="6/19/2014 2:59:10.979133 PM",
,761,Event,,,Inquiry Result with RSSI,,,,,,,,,,15,18,=" 00:00:00.220671",="6/19/2014 2:59:11.199804 PM",
,762,Event,,,Extended Inquiry Result,uf8b156c5a9fa53388740-0,,,,,,,,,255,258,=" 00:00:00.739473",="6/19/2014 2:59:11.939277 PM",
,763,Event,,,Extended Inquiry Result,My Kindle,,,,,,,,,255,258,=" 00:00:00.333117",="6/19/2014 2:59:12.272394 PM",
,764,Event,,,Extended Inquiry Result,My Kindle,,,,,,,,,255,258,=" 00:00:00.037493",="6/19/2014 2:59:12.309887 PM",
,765,Event,,,LE Advertising Report,,,,,,,,,,42,45,=" 00:00:00.435038",="6/19/2014 2:59:12.744925 PM",
,766,Event,,,LE Advertising Report,,,,,,,,,,12,15,=" 00:00:00.003880",="6/19/2014 2:59:12.748805 PM",
,767,Command,0x0406,Disconnect,,,,,,,,0x0040,,,3,7,=" 00:00:00.433309",="6/19/2014 2:59:13.182114 PM",
,768,Event,0x0406,Disconnect,Command Status,,,,,,Success,,,,4,7,=" 00:00:00.001917",="6/19/2014 2:59:13.184031 PM",
,769,Command,0x0402,Inquiry_Cancel,,,,,,,,,,,0,4,=" 00:00:00.093663",="6/19/2014 2:59:13.277694 PM",
,770,Event,0x0402,Inquiry_Cancel,Command Complete,,,,,,Success,,,,4,7,=" 00:00:00.001090",="6/19/2014 2:59:13.278784 PM",
,771,Command,0x200c,HCI_LE_Set_Scan_Enable,,,,,,,,,,,2,6,=" 00:00:00.001010",="6/19/2014 2:59:13.279794 PM",
,772,Event,0x200c,HCI_LE_Set_Scan_Enable,Command Complete,,,,,,Success,,,,4,7,=" 00:00:00.005219",="6/19/2014 2:59:13.285013 PM",
,773,Command,0x200b,HCI_LE_Set_Scan_Parameters,,,,,,,,,,,7,11,=" 00:00:00.001272",="6/19/2014 2:59:13.286285 PM",
,774,Event,0x200b,HCI_LE_Set_Scan_Parameters,Command Complete,,,,,,Success,,,,4,7,=" 00:00:00.003550",="6/19/2014 2:59:13.289835 PM",
,775,Command,0x0c12,Delete_Stored_Link_Key,,,,,,,,,,,7,11,=" 00:00:00.010045",="6/19/2014 2:59:13.299880 PM",
,776,Event,0x0c12,Delete_Stored_Link_Key,Command Complete,,,,,,Success,,,,6,9,=" 00:00:00.001044",="6/19/2014 2:59:13.300924 PM",
,777,Command,0x0419,Remote_Name_Request,,,,,,,,,,,10,14,=" 00:00:00.001515",="6/19/2014 2:59:13.302439 PM",
,778,Event,0x0419,Remote_Name_Request,Command Status,,,,,,Success,,,,4,7,=" 00:00:00.000982",="6/19/2014 2:59:13.303421 PM",
,779,Event,,,Number Of Completed Packets,,,,,,,0x0040,Available Host's ACL credits: 8,,5,8,=" 00:00:00.290445",="6/19/2014 2:59:13.593866 PM",
,780,Event,,,Disconnection Complete,,,,,,Success,0x0040,,,4,7,=" 00:00:00.001095",="6/19/2014 2:59:13.594961 PM",
,781,Command,0x0c12,Delete_Stored_Link_Key,,,,,,,,,,,7,11,=" 00:00:00.001355",="6/19/2014 2:59:13.596316 PM",
,782,Event,0x0c12,Delete_Stored_Link_Key,Command Complete,,,,,,Success,,,,6,9,=" 00:00:00.000965",="6/19/2014 2:59:13.597281 PM",
,783,Event,,,Remote Host Supported Features Notification Event,,,,,,,,,,14,17,=" 00:00:01.022488",="6/19/2014 2:59:14.619769 PM",
,784,Event,,,Remote Name Request Complete,uf8b156c5a9fa53388740-0 ,,,,,Success,,,,255,258,=" 00:00:00.003200",="6/19/2014 2:59:14.622969 PM",
,785,Command,0x0405,Create_Connection,,,,,,,,,,,13,17,=" 00:00:00.009714",="6/19/2014 2:59:14.632683 PM",
,786,Event,0x0405,Create_Connection,Command Status,,,,,,Success,,,,4,7,=" 00:00:00.002721",="6/19/2014 2:59:14.635404 PM",
,787,Event,,,Role Change,,,,,,Success,,,,8,11,=" 00:00:00.318583",="6/19/2014 2:59:14.953987 PM",
,788,Event,,,Connection Complete,,,,,,Success,0x000c,,,11,14,=" 00:00:00.161128",="6/19/2014 2:59:15.115115 PM",
,789,Event,,,Max Slots Change,,,,,,,0x000c,,,3,6,=" 00:00:00.003941",="6/19/2014 2:59:15.119056 PM",
,790,Command,0x041f,Read_Clock_Offset,,,,,,,,0x000c,,,2,6,=" 00:00:00.005168",="6/19/2014 2:59:15.124224 PM",
,791,ACL Data,,,,,,,,,,0x000c,Available Host's ACL credits: 7,First,10,15,=" 00:00:00.004095",="6/19/2014 2:59:15.128319 PM",
,792,Event,0x041f,Read_Clock_Offset,Command Status,,,,,,Success,,,,4,7,=" 00:00:00.003693",="6/19/2014 2:59:15.132012 PM",
,793,Event,,,Read Clock Offset Complete,,,,,,Success,0x000c,,,5,8,=" 00:00:00.003810",="6/19/2014 2:59:15.135822 PM",
,794,ACL Data,,,,,,,,,,0x000c,,First,16,21,=" 00:00:00.003970",="6/19/2014 2:59:15.139792 PM",
,795,Command,0x041d,Read_Remote_Version_Information,,,,,,,,0x000c,,,2,6,=" 00:00:00.004630",="6/19/2014 2:59:15.144422 PM",
,796,ACL Data,,,,,,,,,,0x000c,Available Host's ACL credits: 6,First,10,15,=" 00:00:00.002209",="6/19/2014 2:59:15.146631 PM",
,797,Event,0x041d,Read_Remote_Version_Information,Command Status,,,,,,Success,,,,4,7,=" 00:00:00.001790",="6/19/2014 2:59:15.148421 PM",
,798,Event,,,Read Remote Version Information Complete,,Bluetooth Core Specification 4.0,Broadcom Corporation,,0x220e,Success,0x000c,,,8,11,=" 00:00:00.002332",="6/19/2014 2:59:15.150753 PM",
,799,Event,,,Number Of Completed Packets,,,,,,,0x000c,Available Host's ACL credits: 8,,5,8,=" 00:00:00.002027",="6/19/2014 2:59:15.152780 PM",
,800,ACL Data,,,,,,,,,,0x000c,,First,20,25,=" 00:00:00.001123",="6/19/2014 2:59:15.153903 PM",
,801,Command,0x041b,Read_Remote_Supported_Features,,,,,,,,0x000c,,,2,6,=" 00:00:00.001576",="6/19/2014 2:59:15.155479 PM",
,802,Event,0x041b,Read_Remote_Supported_Features,Command Status,,,,,,Success,,,,4,7,=" 00:00:00.001064",="6/19/2014 2:59:15.156543 PM",
,803,Command,0x0411,Authentication_Requested,,,,,,,,0x000c,,,2,6,=" 00:00:00.001222",="6/19/2014 2:59:15.157765 PM",
,804,Event,,,Read Remote Supported Features Complete,,,,,,Success,0x000c,,,11,14,=" 00:00:00.001021",="6/19/2014 2:59:15.158786 PM",
,805,Event,0x0411,Authentication_Requested,Command Status,,,,,,Success,,,,4,7,=" 00:00:00.001092",="6/19/2014 2:59:15.159878 PM",
,806,Command,0x080d,Write_Link_Policy_Settings,,,,,,,,0x000c,,,4,8,=" 00:00:00.001162",="6/19/2014 2:59:15.161040 PM",
,807,Event,,,Link Key Request,,,,,,,,,,6,9,=" 00:00:00.001145",="6/19/2014 2:59:15.162185 PM",
,808,Event,0x080d,Write_Link_Policy_Settings,Command Complete,,,,,,Success,0x000c,,,6,9,=" 00:00:00.001092",="6/19/2014 2:59:15.163277 PM",
,809,Command,0x041c,Read_Remote_Extended_Features,,,,,,,,,,,3,7,=" 00:00:00.001153",="6/19/2014 2:59:15.164430 PM",
,810,Event,0x041c,Read_Remote_Extended_Features,Command Status,,,,,,Success,,,,4,7,=" 00:00:00.001161",="6/19/2014 2:59:15.165591 PM",
,811,Event,,,Read_Remote_Extended_Features_Complete,,,,,,,,,,13,16,=" 00:00:00.001018",="6/19/2014 2:59:15.166609 PM",
,812,Command,0x040c,Link_Key_Request_Negative_Reply,,,,,,,,,,,6,10,=" 00:00:00.001181",="6/19/2014 2:59:15.167790 PM",
,813,Event,0x040c,Link_Key_Request_Negative_Reply,Command Complete,,,,,,Success,,,,10,13,=" 00:00:00.001163",="6/19/2014 2:59:15.168953 PM",
,814,Event,,,IO Capability Request,,,,,,,,,,6,9,=" 00:00:00.001038",="6/19/2014 2:59:15.169991 PM",
,815,Command,0x040f,Change_Connection_Packet_Type,,,,,,,,0x000c,,,4,8,=" 00:00:00.001167",="6/19/2014 2:59:15.171158 PM",
,816,Event,0x040f,Change_Connection_Packet_Type,Command Status,,,,,,Success,,,,4,7,=" 00:00:00.001197",="6/19/2014 2:59:15.172355 PM",
,817,Event,,,Connection Packet Type Changed,,,,,,Success,0x000c,,,5,8,=" 00:00:00.001164",="6/19/2014 2:59:15.173519 PM",
,818,Command,0x080d,Write_Link_Policy_Settings,,,,,,,,0x000c,,,4,8,=" 00:00:00.001291",="6/19/2014 2:59:15.174810 PM",
,819,Event,0x080d,Write_Link_Policy_Settings,Command Complete,,,,,,Success,0x000c,,,6,9,=" 00:00:00.001116",="6/19/2014 2:59:15.175926 PM",
,820,Command,0x042b,IO_Capability_Response,,,,,,,,,,,9,13,=" 00:00:00.001233",="6/19/2014 2:59:15.177159 PM",
,821,Event,0x042b,IO_Capability_Response,Command Complete,,,,,,Success,,,,10,13,=" 00:00:00.001219",="6/19/2014 2:59:15.178378 PM",
,822,Event,,,IO Capability Response,,,,,,,,,,9,12,=" 00:00:00.071505",="6/19/2014 2:59:15.249883 PM",
,823,Event,,,User Confirmation Request,,,,,,,,,,10,13,=" 00:00:00.205416",="6/19/2014 2:59:15.455299 PM",
,824,Command,0x042c,User_Confirmation_Request_Reply,,,,,,,,,,,6,10,=" 00:00:00.027641",="6/19/2014 2:59:15.482940 PM",
,825,Event,0x042c,User_Confirmation_Request_Reply,Command Complete,,,,,,Success,,,,10,13,=" 00:00:00.006411",="6/19/2014 2:59:15.489351 PM",
,826,Event,,,Simple Pairing Complete,,,,,,Success,,,,7,10,=" 00:00:00.055560",="6/19/2014 2:59:15.544911 PM",
,827,Event,,,Link Key Notification,,,,,,,,,,23,26,=" 00:00:00.017992",="6/19/2014 2:59:15.562903 PM",
,828,Event,,,Authentication Complete,,,,,,Success,0x000c,,,3,6,=" 00:00:00.000742",="6/19/2014 2:59:15.563645 PM",
,829,ACL Data,,,,,,,,,,0x000c,Available Host's ACL credits: 7,First,12,17,=" 00:00:00.000925",="6/19/2014 2:59:15.564570 PM",
,830,ACL Data,,,,,,,,,,0x000c,,First,16,21,=" 00:00:00.004683",="6/19/2014 2:59:15.569253 PM",
,831,ACL Data,,,,,,,,,,0x000c,,First,10,15,=" 00:00:00.001147",="6/19/2014 2:59:15.570400 PM",
,832,ACL Data,,,,,,,,,,0x000c,Available Host's ACL credits: 6,First,16,21,=" 00:00:00.000712",="6/19/2014 2:59:15.571112 PM",
,833,Event,,,Number Of Completed Packets,,,,,,,0x000c,Available Host's ACL credits: 8,,5,8,=" 00:00:00.003111",="6/19/2014 2:59:15.574223 PM",
,834,ACL Data,,,,,,,,,,0x000c,,First,10,15,=" 00:00:00.001176",="6/19/2014 2:59:15.575399 PM",
,835,ACL Data,,,,,,,,,,0x000c,Available Host's ACL credits: 7,First,20,25,=" 00:00:00.000698",="6/19/2014 2:59:15.576097 PM",
,836,ACL Data,,,,,,,,,,0x000c,,First,16,21,=" 00:00:00.004369",="6/19/2014 2:59:15.580466 PM",
,837,ACL Data,,,,,,,,,,0x000c,Available Host's ACL credits: 6,First,16,21,=" 00:00:00.000721",="6/19/2014 2:59:15.581187 PM",
,838,ACL Data,,,,,,,,,,0x000c,,First,23,28,=" 00:00:00.000780",="6/19/2014 2:59:15.581967 PM",
,839,ACL Data,,,,,,,,,,0x000c,Available Host's ACL credits: 5,First,14,19,=" 00:00:00.000729",="6/19/2014 2:59:15.582696 PM",
,840,Event,,,Number Of Completed Packets,,,,,,,0x000c,Available Host's ACL credits: 7,,5,8,=" 00:00:00.001479",="6/19/2014 2:59:15.584175 PM",
,841,ACL Data,,,,,,,,,,0x000c,,First,18,23,=" 00:00:00.001258",="6/19/2014 2:59:15.585433 PM",
,842,ACL Data,,,,,,,,,,0x000c,Available Host's ACL credits: 6,First,24,29,=" 00:00:00.000726",="6/19/2014 2:59:15.586159 PM",
,843,Event,,,Number Of Completed Packets,,,,,,,0x000c,Available Host's ACL credits: 8,,5,8,=" 00:00:00.003063",="6/19/2014 2:59:15.589222 PM",
,844,ACL Data,,,,,,,,,,0x000c,,First,14,19,=" 00:00:00.008988",="6/19/2014 2:59:15.598210 PM",
,845,ACL Data,,,,,,,,,,0x000c,Available Host's ACL credits: 7,First,12,17,=" 00:00:00.000742",="6/19/2014 2:59:15.598952 PM",
,846,ACL Data,,,,,,,,,,0x000c,,First,12,17,=" 00:00:00.004404",="6/19/2014 2:59:15.603356 PM",
,847,ACL Data,,,,,,,,,,0x000c,Available Host's ACL credits: 6,First,12,17,=" 00:00:00.001416",="6/19/2014 2:59:15.604772 PM",
,848,Event,,,Number Of Completed Packets,,,,,,,0x000c,Available Host's ACL credits: 8,,5,8,=" 00:00:00.009740",="6/19/2014 2:59:15.614512 PM",
,849,ACL Data,,,,,,,,,,0x000c,,First,16,21,=" 00:00:00.001242",="6/19/2014 2:59:15.615754 PM",
,850,ACL Data,,,,,,,,,,0x000c,,First,23,28,=" 00:00:00.001150",="6/19/2014 2:59:15.616904 PM",
,851,ACL Data,,,,,,,,,,0x000c,Available Host's ACL credits: 7,First,16,21,=" 00:00:00.001387",="6/19/2014 2:59:15.618291 PM",
,852,ACL Data,,,,,,,,,,0x000c,Available Host's ACL credits: 6,First,14,19,=" 00:00:00.001164",="6/19/2014 2:59:15.619455 PM",
,853,ACL Data,,,,,,,,,,0x000c,,First,18,23,=" 00:00:00.025930",="6/19/2014 2:59:15.645385 PM",
,854,Event,,,Number Of Completed Packets,,,,,,,0x000c,Available Host's ACL credits: 8,,5,8,=" 00:00:00.001863",="6/19/2014 2:59:15.647248 PM",
,855,ACL Data,,,,,,,,,,0x000c,Available Host's ACL credits: 7,First,24,29,=" 00:00:00.002172",="6/19/2014 2:59:15.649420 PM",
,856,ACL Data,,,,,,,,,,0x000c,,First,260,265,=" 00:00:00.007283",="6/19/2014 2:59:15.656703 PM",
,857,ACL Data,,,,,,,,,,0x000c,Available Host's ACL credits: 6,First,32,37,=" 00:00:00.002132",="6/19/2014 2:59:15.658835 PM",
,858,Event,,,Number Of Completed Packets,,,,,,,0x000c,Available Host's ACL credits: 8,,5,8,=" 00:00:00.003613",="6/19/2014 2:59:15.662448 PM",
,859,ACL Data,,,,,,,,,,0x000c,,First,260,265,=" 00:00:00.004164",="6/19/2014 2:59:15.666612 PM",
,860,ACL Data,,,,,,,,,,0x000c,Available Host's ACL credits: 7,First,32,37,=" 00:00:00.002121",="6/19/2014 2:59:15.668733 PM",
,861,ACL Data,,,,,,,,,,0x000c,,First,260,265,=" 00:00:00.008001",="6/19/2014 2:59:15.676734 PM",
,862,ACL Data,,,,,,,,,,0x000c,Available Host's ACL credits: 6,First,32,37,=" 00:00:00.002190",="6/19/2014 2:59:15.678924 PM",
,863,Event,,,Number Of Completed Packets,,,,,,,0x000c,Available Host's ACL credits: 8,,5,8,=" 00:00:00.003499",="6/19/2014 2:59:15.682423 PM",
,864,ACL Data,,,,,,,,,,0x000c,,First,38,43,=" 00:00:00.001787",="6/19/2014 2:59:15.684210 PM",
,865,ACL Data,,,,,,,,,,0x000c,Available Host's ACL credits: 7,First,12,17,=" 00:00:00.002047",="6/19/2014 2:59:15.686257 PM",
,866,ACL Data,,,,,,,,,,0x000c,,First,12,17,=" 00:00:00.004640",="6/19/2014 2:59:15.690897 PM",
,867,Command,0x2008,HCI_LE_Set_Advertising_Data,,,,,,,,,,,32,36,=" 00:00:00.047314",="6/19/2014 2:59:15.738211 PM",
,868,Event,0x2008,HCI_LE_Set_Advertising_Data,Command Complete,,,,,,Success,,,,4,7,=" 00:00:00.000903",="6/19/2014 2:59:15.739114 PM",
,869,Command,0x0c1a,Write_Scan_Enable,,,,,,,,,,,1,5,=" 00:00:00.000796",="6/19/2014 2:59:15.739910 PM",
,870,Event,0x0c1a,Write_Scan_Enable,Command Complete,,,,,,Success,,,,4,7,=" 00:00:00.000705",="6/19/2014 2:59:15.740615 PM",
,871,Command,0x2008,HCI_LE_Set_Advertising_Data,,,,,,,,,,,32,36,=" 00:00:00.001163",="6/19/2014 2:59:15.741778 PM",
,872,Event,0x2008,HCI_LE_Set_Advertising_Data,Command Complete,,,,,,Success,,,,4,7,=" 00:00:00.000663",="6/19/2014 2:59:15.742441 PM",
,873,Command,0x0c1a,Write_Scan_Enable,,,,,,,,,,,1,5,=" 00:00:00.000729",="6/19/2014 2:59:15.743170 PM",
,874,Event,0x0c1a,Write_Scan_Enable,Command Complete,,,,,,Success,,,,4,7,=" 00:00:00.000651",="6/19/2014 2:59:15.743821 PM",
,875,ACL Data,,,,,,,,,,0x000c,Available Host's ACL credits: 6,First,12,17,=" 00:00:00.039477",="6/19/2014 2:59:15.783298 PM",
,876,Event,,,Number Of Completed Packets,,,,,,,0x000c,Available Host's ACL credits: 8,,5,8,=" 00:00:00.014828",="6/19/2014 2:59:15.798126 PM",
,877,ACL Data,,,,,,,,,,0x000c,,First,16,21,=" 00:00:00.000905",="6/19/2014 2:59:15.799031 PM",
,878,ACL Data,,,,,,,,,,0x000c,Available Host's ACL credits: 7,First,16,21,=" 00:00:00.001336",="6/19/2014 2:59:15.800367 PM",
,879,ACL Data,,,,,,,,,,0x000c,,First,23,28,=" 00:00:00.000544",="6/19/2014 2:59:15.800911 PM",
,880,ACL Data,,,,,,,,,,0x000c,Available Host's ACL credits: 6,First,14,19,=" 00:00:00.000657",="6/19/2014 2:59:15.801568 PM",
,881,ACL Data,,,,,,,,,,0x000c,,First,18,23,=" 00:00:00.003075",="6/19/2014 2:59:15.804643 PM",
,882,ACL Data,,,,,,,,,,0x000c,Available Host's ACL credits: 5,First,28,33,=" 00:00:00.000720",="6/19/2014 2:59:15.805363 PM",
,883,Event,,,Number Of Completed Packets,,,,,,,0x000c,Available Host's ACL credits: 7,,5,8,=" 00:00:00.007151",="6/19/2014 2:59:15.812514 PM",
,884,ACL Data,,,,,,,,,,0x000c,,First,58,63,=" 00:00:00.000958",="6/19/2014 2:59:15.813472 PM",
,885,ACL Data,,,,,,,,,,0x000c,Available Host's ACL credits: 6,First,12,17,=" 00:00:00.001092",="6/19/2014 2:59:15.814564 PM",
,886,Event,,,Number Of Completed Packets,,,,,,,0x000c,Available Host's ACL credits: 8,,5,8,=" 00:00:00.027230",="6/19/2014 2:59:15.841794 PM",
,887,ACL Data,,,,,,,,,,0x000c,,First,12,17,=" 00:00:00.000973",="6/19/2014 2:59:15.842767 PM",
,888,Command,0x0413,Set_Connection_Encryption,,,,,,,,0x000c,,,3,7,=" 00:00:00.000753",="6/19/2014 2:59:15.843520 PM",
,889,Event,0x0413,Set_Connection_Encryption,Command Status,,,,,,Success,,,,4,7,=" 00:00:00.000677",="6/19/2014 2:59:15.844197 PM",
,890,Event,,,Encryption Change,,,,,,Success,0x000c,,,4,7,=" 00:00:00.017702",="6/19/2014 2:59:15.861899 PM",
,891,ACL Data,,,,,,,,,,0x000c,Available Host's ACL credits: 7,First,12,17,=" 00:00:00.000791",="6/19/2014 2:59:15.862690 PM",
,892,ACL Data,,,,,,,,,,0x000c,,First,16,21,=" 00:00:00.007871",="6/19/2014 2:59:15.870561 PM",
,893,Command,0x2008,HCI_LE_Set_Advertising_Data,,,,,,,,,,,32,36,=" 00:00:00.029833",="6/19/2014 2:59:15.900394 PM",
,894,Event,0x2008,HCI_LE_Set_Advertising_Data,Command Complete,,,,,,Success,,,,4,7,=" 00:00:00.000814",="6/19/2014 2:59:15.901208 PM",
,895,Command,0x0c3a,Write_Current_IAC_LAP,,,,,,,,,,,4,8,=" 00:00:00.001035",="6/19/2014 2:59:15.902243 PM",
,896,Event,0x0c3a,Write_Current_IAC_LAP,Command Complete,,,,,,Success,,,,4,7,=" 00:00:00.000708",="6/19/2014 2:59:15.902951 PM",
,897,Command,0x0c1a,Write_Scan_Enable,,,,,,,,,,,1,5,=" 00:00:00.000744",="6/19/2014 2:59:15.903695 PM",
,898,Event,0x0c1a,Write_Scan_Enable,Command Complete,,,,,,Success,,,,4,7,=" 00:00:00.000685",="6/19/2014 2:59:15.904380 PM",
,899,Command,0x0c1a,Write_Scan_Enable,,,,,,,,,,,1,5,=" 00:00:00.000795",="6/19/2014 2:59:15.905175 PM",
,900,ACL Data,,,,,,,,,,0x000c,,First,16,21,=" 00:00:00.000661",="6/19/2014 2:59:15.905836 PM",
,901,Event,0x0c1a,Write_Scan_Enable,Command Complete,,,,,,Success,,,,4,7,=" 00:00:00.000632",="6/19/2014 2:59:15.906468 PM",
,902,Command,0x080d,Write_Link_Policy_Settings,,,,,,,,0x000c,,,4,8,=" 00:00:00.000705",="6/19/2014 2:59:15.907173 PM",
,903,Event,0x080d,Write_Link_Policy_Settings,Command Complete,,,,,,Success,0x000c,,,6,9,=" 00:00:00.000673",="6/19/2014 2:59:15.907846 PM",
,904,Event,,,Number Of Completed Packets,,,,,,,0x000c,Available Host's ACL credits: 8,,5,8,=" 00:00:00.171417",="6/19/2014 2:59:16.079263 PM",
,905,ACL Data,,,,,,,,,,0x000c,,First,12,17,=" 00:00:01.302463",="6/19/2014 2:59:17.381726 PM",
,906,ACL Data,,,,,,,,,,0x000c,Available Host's ACL credits: 7,First,16,21,=" 00:00:00.015982",="6/19/2014 2:59:17.397708 PM",
,907,ACL Data,,,,,,,,,,0x000c,Available Host's ACL credits: 6,First,16,21,=" 00:00:00.004278",="6/19/2014 2:59:17.401986 PM",
,908,ACL Data,,,,,,,,,,0x000c,,First,23,28,=" 00:00:00.006964",="6/19/2014 2:59:17.408950 PM",
,909,Event,,,Number Of Completed Packets,,,,,,,0x000c,Available Host's ACL credits: 8,,5,8,=" 00:00:00.003925",="6/19/2014 2:59:17.412875 PM",
,910,ACL Data,,,,,,,,,,0x000c,,First,18,23,=" 00:00:00.003632",="6/19/2014 2:59:17.416507 PM",
,911,ACL Data,,,,,,,,,,0x000c,Available Host's ACL credits: 7,First,14,19,=" 00:00:00.004033",="6/19/2014 2:59:17.420540 PM",
,912,ACL Data,,,,,,,,,,0x000c,,First,24,29,=" 00:00:00.021757",="6/19/2014 2:59:17.442297 PM",
