Bookmark,Frame#,Role,Addr.,ctype,Response,Error code,OpCode,Operation ID,State_flag,PDU ID,Pkt type,Cap Id,Frame Size,Delta,Timestamp,
,423,CT,1,NOTIFY,,,VENDOR-DEPENDENT,,,Register Notification,Non-Fragmented,,27,="",="6/4/2014 8:26:24.985669 PM",
,425,TG,1,,INTERIM,,VENDOR-DEPENDENT,,,Register Notification,Non-Fragmented,,31,=" 00:00:00.002716",="6/4/2014 8:26:24.988385 PM",
,433,CT,1,NOTIFY,,,VENDOR-DEPENDENT,,,Register Notification,Non-Fragmented,,27,=" 00:00:00.037923",="6/4/2014 8:26:25.026308 PM",
,435,TG,1,,INTERIM,,VENDOR-DEPENDENT,,,Register Notification,Non-Fragmented,,31,=" 00:00:00.004163",="6/4/2014 8:26:25.030471 PM",
,456,CT,1,CONTROL,,,PASS THROUGH,play,Button Pushed,,,,17,=" 00:00:07.484779",="6/4/2014 8:26:32.515250 PM",
,457,TG,1,,ACCEPTED,,PASS THROUGH,play,Button Pushed,,,,17,=" 00:00:00.001646",="6/4/2014 8:26:32.516896 PM",
,459,CT,1,CONTROL,,,PASS THROUGH,play,Button Released,,,,17,=" 00:00:00.054880",="6/4/2014 8:26:32.571776 PM",
,460,TG,1,,ACCEPTED,,PASS THROUGH,play,Button Released,,,,17,=" 00:00:00.001361",="6/4/2014 8:26:32.573137 PM",
,484,CT,1,CONTROL,,,PASS THROUGH,pause,Button Pushed,,,,17,=" 00:00:32.883417",="6/4/2014 8:27:05.456554 PM",
,485,TG,1,,ACCEPTED,,PASS THROUGH,pause,Button Pushed,,,,17,=" 00:00:00.002150",="6/4/2014 8:27:05.458704 PM",
,487,CT,1,CONTROL,,,PASS THROUGH,pause,Button Released,,,,17,=" 00:00:00.058028",="6/4/2014 8:27:05.516732 PM",
,488,TG,1,,ACCEPTED,,PASS THROUGH,pause,Button Released,,,,17,=" 00:00:00.001352",="6/4/2014 8:27:05.518084 PM",
,490,CT,1,CONTROL,,,PASS THROUGH,pause,Button Pushed,,,,17,=" 00:00:02.041266",="6/4/2014 8:27:07.559350 PM",
,491,TG,1,,ACCEPTED,,PASS THROUGH,pause,Button Pushed,,,,17,=" 00:00:00.001613",="6/4/2014 8:27:07.560963 PM",
,493,CT,1,CONTROL,,,PASS THROUGH,pause,Button Released,,,,17,=" 00:00:00.057035",="6/4/2014 8:27:07.617998 PM",
,494,TG,1,,ACCEPTED,,PASS THROUGH,pause,Button Released,,,,17,=" 00:00:00.002015",="6/4/2014 8:27:07.620013 PM",
,500,TG,1,,CHANGED,,VENDOR-DEPENDENT,,,Register Notification,Non-Fragmented,,31,=" 00:00:05.086692",="6/4/2014 8:27:12.706705 PM",
,502,CT,1,STATUS,,,VENDOR-DEPENDENT,,,Get Element Attribute,Non-Fragmented,,59,=" 00:00:00.056177",="6/4/2014 8:27:12.762882 PM",
,503,TG,1,,REJECTED,Parameter content error,VENDOR-DEPENDENT,,,Get Element Attribute,Non-Fragmented,,23,=" 00:00:00.001830",="6/4/2014 8:27:12.764712 PM",
,505,CT,1,NOTIFY,,,VENDOR-DEPENDENT,,,Register Notification,Non-Fragmented,,27,=" 00:00:00.055674",="6/4/2014 8:27:12.820386 PM",
,506,TG,1,,INTERIM,,VENDOR-DEPENDENT,,,Register Notification,Non-Fragmented,,31,=" 00:00:00.002434",="6/4/2014 8:27:12.822820 PM",
,508,CT,1,STATUS,,,VENDOR-DEPENDENT,,,Get Element Attribute,Non-Fragmented,,59,=" 00:00:00.368748",="6/4/2014 8:27:13.191568 PM",
,509,TG,1,,IMPLEMENTED/STABLE,,VENDOR-DEPENDENT,,,Get Element Attribute,Non-Fragmented,,119,=" 00:00:00.002050",="6/4/2014 8:27:13.193618 PM",
,511,CT,1,CONTROL,,,PASS THROUGH,forward,Button Pushed,,,,17,=" 00:00:07.938022",="6/4/2014 8:27:21.131640 PM",
,512,TG,1,,ACCEPTED,,PASS THROUGH,forward,Button Pushed,,,,17,=" 00:00:00.002793",="6/4/2014 8:27:21.134433 PM",
,514,TG,1,,CHANGED,,VENDOR-DEPENDENT,,,Register Notification,Non-Fragmented,,31,=" 00:00:00.041494",="6/4/2014 8:27:21.175927 PM",
,516,CT,1,CONTROL,,,PASS THROUGH,forward,Button Released,,,,17,=" 00:00:00.016743",="6/4/2014 8:27:21.192670 PM",
,517,TG,1,,ACCEPTED,,PASS THROUGH,forward,Button Released,,,,17,=" 00:00:00.001542",="6/4/2014 8:27:21.194212 PM",
,519,CT,1,STATUS,,,VENDOR-DEPENDENT,,,Get Element Attribute,Non-Fragmented,,59,=" 00:00:00.055034",="6/4/2014 8:27:21.249246 PM",
,520,TG,1,,REJECTED,Parameter content error,VENDOR-DEPENDENT,,,Get Element Attribute,Non-Fragmented,,23,=" 00:00:00.001879",="6/4/2014 8:27:21.251125 PM",
,522,CT,1,NOTIFY,,,VENDOR-DEPENDENT,,,Register Notification,Non-Fragmented,,27,=" 00:00:00.056751",="6/4/2014 8:27:21.307876 PM",
,523,TG,1,,INTERIM,,VENDOR-DEPENDENT,,,Register Notification,Non-Fragmented,,31,=" 00:00:00.002229",="6/4/2014 8:27:21.310105 PM",
,525,CT,1,STATUS,,,VENDOR-DEPENDENT,,,Get Element Attribute,Non-Fragmented,,59,=" 00:00:00.912603",="6/4/2014 8:27:22.222708 PM",
,526,TG,1,,IMPLEMENTED/STABLE,,VENDOR-DEPENDENT,,,Get Element Attribute,Non-Fragmented,,128,=" 00:00:00.007838",="6/4/2014 8:27:22.230546 PM",
,528,CT,1,CONTROL,,,PASS THROUGH,forward,Button Pushed,,,,17,=" 00:00:02.693542",="6/4/2014 8:27:24.924088 PM",
,529,TG,1,,ACCEPTED,,PASS THROUGH,forward,Button Pushed,,,,17,=" 00:00:00.002948",="6/4/2014 8:27:24.927036 PM",
,531,TG,1,,CHANGED,,VENDOR-DEPENDENT,,,Register Notification,Non-Fragmented,,31,=" 00:00:00.029025",="6/4/2014 8:27:24.956061 PM",
,532,CT,1,CONTROL,,,PASS THROUGH,forward,Button Released,,,,17,=" 00:00:00.027360",="6/4/2014 8:27:24.983421 PM",
,534,TG,1,,ACCEPTED,,PASS THROUGH,forward,Button Released,,,,17,=" 00:00:00.002943",="6/4/2014 8:27:24.986364 PM",
,535,CT,1,STATUS,,,VENDOR-DEPENDENT,,,Get Element Attribute,Non-Fragmented,,59,=" 00:00:00.002620",="6/4/2014 8:27:24.988984 PM",
,537,TG,1,,REJECTED,Parameter content error,VENDOR-DEPENDENT,,,Get Element Attribute,Non-Fragmented,,23,=" 00:00:00.003900",="6/4/2014 8:27:24.992884 PM",
,539,CT,1,NOTIFY,,,VENDOR-DEPENDENT,,,Register Notification,Non-Fragmented,,27,=" 00:00:00.052440",="6/4/2014 8:27:25.045324 PM",
,540,TG,1,,INTERIM,,VENDOR-DEPENDENT,,,Register Notification,Non-Fragmented,,31,=" 00:00:00.001891",="6/4/2014 8:27:25.047215 PM",
,542,CT,1,STATUS,,,VENDOR-DEPENDENT,,,Get Element Attribute,Non-Fragmented,,59,=" 00:00:00.163143",="6/4/2014 8:27:25.210358 PM",
,543,TG,1,,IMPLEMENTED/STABLE,,VENDOR-DEPENDENT,,,Get Element Attribute,Non-Fragmented,,130,=" 00:00:00.002782",="6/4/2014 8:27:25.213140 PM",
,550,CT,1,CONTROL,,,PASS THROUGH,forward,Button Pushed,,,,17,=" 00:00:03.984430",="6/4/2014 8:27:29.197570 PM",
,551,TG,1,,ACCEPTED,,PASS THROUGH,forward,Button Pushed,,,,17,=" 00:00:00.002480",="6/4/2014 8:27:29.200050 PM",
,553,TG,1,,CHANGED,,VENDOR-DEPENDENT,,,Register Notification,Non-Fragmented,,31,=" 00:00:00.048466",="6/4/2014 8:27:29.248516 PM",
,554,CT,1,CONTROL,,,PASS THROUGH,forward,Button Released,,,,17,=" 00:00:00.007443",="6/4/2014 8:27:29.255959 PM",
,556,TG,1,,ACCEPTED,,PASS THROUGH,forward,Button Released,,,,17,=" 00:00:00.002478",="6/4/2014 8:27:29.258437 PM",
,558,CT,1,STATUS,,,VENDOR-DEPENDENT,,,Get Element Attribute,Non-Fragmented,,59,=" 00:00:00.053602",="6/4/2014 8:27:29.312039 PM",
,559,TG,1,,REJECTED,Parameter content error,VENDOR-DEPENDENT,,,Get Element Attribute,Non-Fragmented,,23,=" 00:00:00.002154",="6/4/2014 8:27:29.314193 PM",
,561,CT,1,NOTIFY,,,VENDOR-DEPENDENT,,,Register Notification,Non-Fragmented,,27,=" 00:00:00.053793",="6/4/2014 8:27:29.367986 PM",
,562,TG,1,,INTERIM,,VENDOR-DEPENDENT,,,Register Notification,Non-Fragmented,,31,=" 00:00:00.002111",="6/4/2014 8:27:29.370097 PM",
,568,CT,1,STATUS,,,VENDOR-DEPENDENT,,,Get Element Attribute,Non-Fragmented,,59,=" 00:00:00.846909",="6/4/2014 8:27:30.217006 PM",
,569,TG,1,,IMPLEMENTED/STABLE,,VENDOR-DEPENDENT,,,Get Element Attribute,Non-Fragmented,,124,=" 00:00:00.004125",="6/4/2014 8:27:30.221131 PM",
,571,CT,1,CONTROL,,,PASS THROUGH,forward,Button Pushed,,,,17,=" 00:00:01.525482",="6/4/2014 8:27:31.746613 PM",
,572,TG,1,,ACCEPTED,,PASS THROUGH,forward,Button Pushed,,,,17,=" 00:00:00.001806",="6/4/2014 8:27:31.748419 PM",
,574,TG,1,,CHANGED,,VENDOR-DEPENDENT,,,Register Notification,Non-Fragmented,,31,=" 00:00:00.032343",="6/4/2014 8:27:31.780762 PM",
,576,CT,1,CONTROL,,,PASS THROUGH,forward,Button Released,,,,17,=" 00:00:00.030691",="6/4/2014 8:27:31.811453 PM",
,577,TG,1,,ACCEPTED,,PASS THROUGH,forward,Button Released,,,,17,=" 00:00:00.001710",="6/4/2014 8:27:31.813163 PM",
,578,CT,1,STATUS,,,VENDOR-DEPENDENT,,,Get Element Attribute,Non-Fragmented,,59,=" 00:00:00.001975",="6/4/2014 8:27:31.815138 PM",
,580,TG,1,,REJECTED,Parameter content error,VENDOR-DEPENDENT,,,Get Element Attribute,Non-Fragmented,,23,=" 00:00:00.002724",="6/4/2014 8:27:31.817862 PM",
,582,CT,1,NOTIFY,,,VENDOR-DEPENDENT,,,Register Notification,Non-Fragmented,,27,=" 00:00:00.053757",="6/4/2014 8:27:31.871619 PM",
,583,TG,1,,INTERIM,,VENDOR-DEPENDENT,,,Register Notification,Non-Fragmented,,31,=" 00:00:00.002056",="6/4/2014 8:27:31.873675 PM",
,585,CT,1,STATUS,,,VENDOR-DEPENDENT,,,Get Element Attribute,Non-Fragmented,,59,=" 00:00:00.317911",="6/4/2014 8:27:32.191586 PM",
,586,TG,1,,IMPLEMENTED/STABLE,,VENDOR-DEPENDENT,,,Get Element Attribute,Non-Fragmented,,119,=" 00:00:00.002881",="6/4/2014 8:27:32.194467 PM",
,588,CT,1,CONTROL,,,PASS THROUGH,forward,Button Pushed,,,,17,=" 00:00:00.953319",="6/4/2014 8:27:33.147786 PM",
,589,TG,1,,ACCEPTED,,PASS THROUGH,forward,Button Pushed,,,,17,=" 00:00:00.002153",="6/4/2014 8:27:33.149939 PM",
,591,CT,1,CONTROL,,,PASS THROUGH,forward,Button Released,,,,17,=" 00:00:00.055327",="6/4/2014 8:27:33.205266 PM",
,592,TG,1,,ACCEPTED,,PASS THROUGH,forward,Button Released,,,,17,=" 00:00:00.001337",="6/4/2014 8:27:33.206603 PM",
,594,TG,1,,CHANGED,,VENDOR-DEPENDENT,,,Register Notification,Non-Fragmented,,31,=" 00:00:00.068545",="6/4/2014 8:27:33.275148 PM",
,596,CT,1,STATUS,,,VENDOR-DEPENDENT,,,Get Element Attribute,Non-Fragmented,,59,=" 00:00:00.091399",="6/4/2014 8:27:33.366547 PM",
,597,TG,1,,REJECTED,Parameter content error,VENDOR-DEPENDENT,,,Get Element Attribute,Non-Fragmented,,23,=" 00:00:00.001907",="6/4/2014 8:27:33.368454 PM",
,599,CT,1,NOTIFY,,,VENDOR-DEPENDENT,,,Register Notification,Non-Fragmented,,27,=" 00:00:00.055570",="6/4/2014 8:27:33.424024 PM",
,600,TG,1,,INTERIM,,VENDOR-DEPENDENT,,,Register Notification,Non-Fragmented,,31,=" 00:00:00.001862",="6/4/2014 8:27:33.425886 PM",
,602,CT,1,STATUS,,,VENDOR-DEPENDENT,,,Get Element Attribute,Non-Fragmented,,59,=" 00:00:00.764621",="6/4/2014 8:27:34.190507 PM",
,603,TG,1,,IMPLEMENTED/STABLE,,VENDOR-DEPENDENT,,,Get Element Attribute,Non-Fragmented,,119,=" 00:00:00.001964",="6/4/2014 8:27:34.192471 PM",
,605,CT,1,CONTROL,,,PASS THROUGH,backward,Button Pushed,,,,17,=" 00:00:01.668353",="6/4/2014 8:27:35.860824 PM",
,606,TG,1,,ACCEPTED,,PASS THROUGH,backward,Button Pushed,,,,17,=" 00:00:00.003178",="6/4/2014 8:27:35.864002 PM",
,608,CT,1,CONTROL,,,PASS THROUGH,backward,Button Released,,,,17,=" 00:00:00.054099",="6/4/2014 8:27:35.918101 PM",
,609,TG,1,,ACCEPTED,,PASS THROUGH,backward,Button Released,,,,17,=" 00:00:00.003446",="6/4/2014 8:27:35.921547 PM",
,611,TG,1,,CHANGED,,VENDOR-DEPENDENT,,,Register Notification,Non-Fragmented,,31,=" 00:00:00.020747",="6/4/2014 8:27:35.942294 PM",
,613,CT,1,STATUS,,,VENDOR-DEPENDENT,,,Get Element Attribute,Non-Fragmented,,59,=" 00:00:00.085760",="6/4/2014 8:27:36.028054 PM",
,614,TG,1,,REJECTED,Parameter content error,VENDOR-DEPENDENT,,,Get Element Attribute,Non-Fragmented,,23,=" 00:00:00.002515",="6/4/2014 8:27:36.030569 PM",
,616,CT,1,NOTIFY,,,VENDOR-DEPENDENT,,,Register Notification,Non-Fragmented,,27,=" 00:00:00.054665",="6/4/2014 8:27:36.085234 PM",
,617,TG,1,,INTERIM,,VENDOR-DEPENDENT,,,Register Notification,Non-Fragmented,,31,=" 00:00:00.002444",="6/4/2014 8:27:36.087678 PM",
,619,CT,1,STATUS,,,VENDOR-DEPENDENT,,,Get Element Attribute,Non-Fragmented,,59,=" 00:00:00.106833",="6/4/2014 8:27:36.194511 PM",
,620,TG,1,,IMPLEMENTED/STABLE,,VENDOR-DEPENDENT,,,Get Element Attribute,Non-Fragmented,,119,=" 00:00:00.002748",="6/4/2014 8:27:36.197259 PM",
,622,CT,1,CONTROL,,,PASS THROUGH,backward,Button Pushed,,,,17,=" 00:00:00.959835",="6/4/2014 8:27:37.157094 PM",
,623,TG,1,,ACCEPTED,,PASS THROUGH,backward,Button Pushed,,,,17,=" 00:00:00.004984",="6/4/2014 8:27:37.162078 PM",
,625,CT,1,CONTROL,,,PASS THROUGH,backward,Button Released,,,,17,=" 00:00:00.050681",="6/4/2014 8:27:37.212759 PM",
,626,TG,1,,ACCEPTED,,PASS THROUGH,backward,Button Released,,,,17,=" 00:00:00.001872",="6/4/2014 8:27:37.214631 PM",
,628,TG,1,,CHANGED,,VENDOR-DEPENDENT,,,Register Notification,Non-Fragmented,,31,=" 00:00:00.030046",="6/4/2014 8:27:37.244677 PM",
,630,CT,1,STATUS,,,VENDOR-DEPENDENT,,,Get Element Attribute,Non-Fragmented,,59,=" 00:00:00.077020",="6/4/2014 8:27:37.321697 PM",
,631,TG,1,,REJECTED,Parameter content error,VENDOR-DEPENDENT,,,Get Element Attribute,Non-Fragmented,,23,=" 00:00:00.001851",="6/4/2014 8:27:37.323548 PM",
,633,CT,1,NOTIFY,,,VENDOR-DEPENDENT,,,Register Notification,Non-Fragmented,,27,=" 00:00:00.055458",="6/4/2014 8:27:37.379006 PM",
,634,TG,1,,INTERIM,,VENDOR-DEPENDENT,,,Register Notification,Non-Fragmented,,31,=" 00:00:00.002386",="6/4/2014 8:27:37.381392 PM",
,636,CT,1,STATUS,,,VENDOR-DEPENDENT,,,Get Element Attribute,Non-Fragmented,,59,=" 00:00:00.817075",="6/4/2014 8:27:38.198467 PM",
,637,TG,1,,IMPLEMENTED/STABLE,,VENDOR-DEPENDENT,,,Get Element Attribute,Non-Fragmented,,124,=" 00:00:00.002619",="6/4/2014 8:27:38.201086 PM",
,639,CT,1,CONTROL,,,PASS THROUGH,backward,Button Pushed,,,,17,=" 00:00:01.072800",="6/4/2014 8:27:39.273886 PM",
,640,TG,1,,ACCEPTED,,PASS THROUGH,backward,Button Pushed,,,,17,=" 00:00:00.001584",="6/4/2014 8:27:39.275470 PM",
,642,CT,1,CONTROL,,,PASS THROUGH,backward,Button Released,,,,17,=" 00:00:00.040900",="6/4/2014 8:27:39.316370 PM",
,643,TG,1,,ACCEPTED,,PASS THROUGH,backward,Button Released,,,,17,=" 00:00:00.002067",="6/4/2014 8:27:39.318437 PM",
,645,TG,1,,CHANGED,,VENDOR-DEPENDENT,,,Register Notification,Non-Fragmented,,31,=" 00:00:00.055273",="6/4/2014 8:27:39.373710 PM",
,647,CT,1,STATUS,,,VENDOR-DEPENDENT,,,Get Element Attribute,Non-Fragmented,,59,=" 00:00:00.066216",="6/4/2014 8:27:39.439926 PM",
,648,TG,1,,REJECTED,Parameter content error,VENDOR-DEPENDENT,,,Get Element Attribute,Non-Fragmented,,23,=" 00:00:00.003223",="6/4/2014 8:27:39.443149 PM",
,650,CT,1,NOTIFY,,,VENDOR-DEPENDENT,,,Register Notification,Non-Fragmented,,27,=" 00:00:00.053950",="6/4/2014 8:27:39.497099 PM",
,651,TG,1,,INTERIM,,VENDOR-DEPENDENT,,,Register Notification,Non-Fragmented,,31,=" 00:00:00.003625",="6/4/2014 8:27:39.500724 PM",
,653,CT,1,STATUS,,,VENDOR-DEPENDENT,,,Get Element Attribute,Non-Fragmented,,59,=" 00:00:00.735960",="6/4/2014 8:27:40.236684 PM",
,654,TG,1,,IMPLEMENTED/STABLE,,VENDOR-DEPENDENT,,,Get Element Attribute,Non-Fragmented,,130,=" 00:00:00.003232",="6/4/2014 8:27:40.239916 PM",
,656,CT,1,CONTROL,,,PASS THROUGH,forward,Button Pushed,,,,17,=" 00:00:01.807064",="6/4/2014 8:27:42.046980 PM",
,657,TG,1,,ACCEPTED,,PASS THROUGH,forward,Button Pushed,,,,17,=" 00:00:00.002448",="6/4/2014 8:27:42.049428 PM",
,659,CT,1,CONTROL,,,PASS THROUGH,forward,Button Released,,,,17,=" 00:00:00.058572",="6/4/2014 8:27:42.108000 PM",
,660,TG,1,,ACCEPTED,,PASS THROUGH,forward,Button Released,,,,17,=" 00:00:00.001584",="6/4/2014 8:27:42.109584 PM",
